qid,set,kind,field,question,gold_answer,arm,model_answer,correct,route,latency_ms,cost_usd
ag0219,single,aggregate,count,How many receipts do I have from HON HWA HARDWARE TRADING?,4,A · dense RAG (Titan),3,False,,306,3.4e-07
ag0220,single,aggregate,max_total,What was my largest single purchase at HON HWA HARDWARE TRADING?,19.60,A · dense RAG (Titan),19.60,True,,364,3.4e-07
ag0221,single,aggregate,sum_total,How much did I spend at AEON CO. (M) BHD in total?,819.65,A · dense RAG (Titan),147.45,False,,635,3.8e-07
ag0222,single,aggregate,count,How many receipts do I have from AEON CO. (M) BHD?,8,A · dense RAG (Titan),5,False,,561,3.6e-07
ag0223,single,aggregate,max_total,What was my largest single purchase at AEON CO. (M) BHD?,458.55,A · dense RAG (Titan),369.00,False,,634,3.6e-07
ag0224,single,aggregate,sum_total,How much did I spend at LIM SENG THO HARDWARE TRADING in total?,25.90,A · dense RAG (Titan),10.50,False,,350,4e-07
ag0225,single,aggregate,count,How many receipts do I have from LIM SENG THO HARDWARE TRADING?,3,A · dense RAG (Titan),3,True,,293,3.8e-07
ag0226,single,aggregate,max_total,What was my largest single purchase at LIM SENG THO HARDWARE TRADING?,10.50,A · dense RAG (Titan),15.00,False,,361,3.8e-07
ag0227,single,aggregate,sum_total,How much did I spend at SYARIKAT PERNIAGAAN GIN KEE in total?,822.35,A · dense RAG (Titan),72.08,False,,402,4.8e-07
ag0228,single,aggregate,count,How many receipts do I have from SYARIKAT PERNIAGAAN GIN KEE?,11,A · dense RAG (Titan),5,False,,345,4.6e-07
ag0229,single,aggregate,max_total,What was my largest single purchase at SYARIKAT PERNIAGAAN GIN KEE?,190.80,A · dense RAG (Titan),NOT_FOUND,False,,374,4.6e-07
ag0230,single,aggregate,sum_total,How much did I spend at WESTERN EASTERN STATIONERY SDN. BHD in total?,57.72,A · dense RAG (Titan),7.42,False,,348,4.4e-07
ag0231,single,aggregate,count,How many receipts do I have from WESTERN EASTERN STATIONERY SDN. BHD?,3,A · dense RAG (Titan),2,False,,305,4.2e-07
ag0232,single,aggregate,max_total,What was my largest single purchase at WESTERN EASTERN STATIONERY SDN. BHD?,42.88,A · dense RAG (Titan),NOT_FOUND,False,,306,4.2e-07
ag0233,single,aggregate,sum_total,How much did I spend at RESTORAN WAN SHENG in total?,92.30,A · dense RAG (Titan),7.20,False,,322,3.2e-07
ag0234,single,aggregate,count,How many receipts do I have from RESTORAN WAN SHENG?,14,A · dense RAG (Titan),5,False,,279,3e-07
ag0235,single,aggregate,max_total,What was my largest single purchase at RESTORAN WAN SHENG?,17.60,A · dense RAG (Titan),NOT_FOUND,False,,294,3e-07
ag0236,single,aggregate,sum_total,How much did I spend at KEDAI PAPAN YEW CHUAN in total?,1078.55,A · dense RAG (Titan),135.68,False,,473,4.2e-07
ag0237,single,aggregate,count,How many receipts do I have from KEDAI PAPAN YEW CHUAN?,7,A · dense RAG (Titan),5,False,,402,4e-07
ag0238,single,aggregate,max_total,What was my largest single purchase at KEDAI PAPAN YEW CHUAN?,283.55,A · dense RAG (Titan),NOT_FOUND,False,,417,4e-07
ag0239,single,aggregate,sum_total,How much did I spend at YONG CEN ENTERPRISE in total?,258.50,A · dense RAG (Titan),103.00,False,,365,3.4e-07
ag0240,single,aggregate,count,How many receipts do I have from YONG CEN ENTERPRISE?,4,A · dense RAG (Titan),3,False,,293,3.2e-07
ag0241,single,aggregate,max_total,What was my largest single purchase at YONG CEN ENTERPRISE?,108.00,A · dense RAG (Titan),50.00,False,,351,3.2e-07
ag0242,single,aggregate,sum_total,How much did I spend at SUPER SEVEN CASH & CARRY SDN BHD in total?,527.85,A · dense RAG (Titan),408.45,False,,568,4.4e-07
ag0243,single,aggregate,count,How many receipts do I have from SUPER SEVEN CASH & CARRY SDN BHD?,4,A · dense RAG (Titan),4,True,,496,4.2e-07
ag0244,single,aggregate,max_total,What was my largest single purchase at SUPER SEVEN CASH & CARRY SDN BHD?,408.45,A · dense RAG (Titan),49.66,False,,555,4.2e-07
ag0245,single,aggregate,sum_total,How much did I spend at SEGI CASH & CARRY SDN. BHD. in total?,902.65,A · dense RAG (Titan),674.00,False,,502,4.6e-07
ag0246,single,aggregate,count,How many receipts do I have from SEGI CASH & CARRY SDN. BHD.?,3,A · dense RAG (Titan),2,False,,428,4.2e-07
ag0247,single,aggregate,max_total,What was my largest single purchase at SEGI CASH & CARRY SDN. BHD.?,674.00,A · dense RAG (Titan),NOT_FOUND,False,,512,4.2e-07
ag0248,single,aggregate,sum_total,How much did I spend at GUARDIAN HEALTH AND BEAUTY SDN BHD in total?,140.61,A · dense RAG (Titan),108.21,False,,415,4.4e-07
ag0249,single,aggregate,count,How many receipts do I have from GUARDIAN HEALTH AND BEAUTY SDN BHD?,3,A · dense RAG (Titan),3,True,,344,4.2e-07
ag0250,single,aggregate,max_total,What was my largest single purchase at GUARDIAN HEALTH AND BEAUTY SDN BHD?,108.21,A · dense RAG (Titan),NOT_FOUND,False,,417,4.2e-07
ag0251,single,aggregate,sum_total,How much did I spend at MR. D.I.Y. (M) SDN BHD in total?,363.80,A · dense RAG (Titan),59.20,False,,517,4.6e-07
ag0252,single,aggregate,count,How many receipts do I have from MR. D.I.Y. (M) SDN BHD?,12,A · dense RAG (Titan),5,False,,453,4.4e-07
ag0253,single,aggregate,max_total,What was my largest single purchase at MR. D.I.Y. (M) SDN BHD?,96.90,A · dense RAG (Titan),NOT_FOUND,False,,468,4.4e-07
ag0254,single,aggregate,sum_total,How much did I spend at PRINT EXPERT SDN BHD in total?,550.35,A · dense RAG (Titan),226.60,False,,433,3.4e-07
ag0255,single,aggregate,count,How many receipts do I have from PRINT EXPERT SDN BHD?,3,A · dense RAG (Titan),2,False,,411,3.2e-07
ag0256,single,aggregate,max_total,What was my largest single purchase at PRINT EXPERT SDN BHD?,226.60,A · dense RAG (Titan),3180,False,,446,3.2e-07
ag0257,single,aggregate,sum_total,How much did I spend at KING'S CONFECTIONERY S/B in total?,114.60,A · dense RAG (Titan),9.90,False,,365,3.6e-07
ag0258,single,aggregate,count,How many receipts do I have from KING'S CONFECTIONERY S/B?,4,A · dense RAG (Titan),3,False,,322,3.4e-07
ag0259,single,aggregate,max_total,What was my largest single purchase at KING'S CONFECTIONERY S/B?,70.00,A · dense RAG (Titan),58.00,False,,404,3.4e-07
ag0260,single,aggregate,sum_total,How much did I spend at BEMED (SP) SDN. BHD. in total?,533.00,A · dense RAG (Titan),203.00,False,,396,4.4e-07
ag0261,single,aggregate,count,How many receipts do I have from BEMED (SP) SDN. BHD.?,3,A · dense RAG (Titan),4,False,,293,4e-07
ag0262,single,aggregate,max_total,What was my largest single purchase at BEMED (SP) SDN. BHD.?,203.00,A · dense RAG (Titan),165,False,,334,4e-07
ag0263,single,aggregate,sum_total,How much did I spend at GARDENIA BAKERIES (KL) SDN BHD in total?,1104.55,A · dense RAG (Titan),NOT_FOUND,False,,510,4.8e-07
ag0264,single,aggregate,count,How many receipts do I have from GARDENIA BAKERIES (KL) SDN BHD?,31,A · dense RAG (Titan),5,False,,494,4.6e-07
ag0265,single,aggregate,max_total,What was my largest single purchase at GARDENIA BAKERIES (KL) SDN BHD?,84.78,A · dense RAG (Titan),NOT_FOUND,False,,509,4.6e-07
ag0266,single,aggregate,sum_total,How much did I spend at YIN MA (M) SDN.BHD. in total?,52.60,A · dense RAG (Titan),32.70,False,,351,4.2e-07
ag0267,single,aggregate,count,How many receipts do I have from YIN MA (M) SDN.BHD.?,3,A · dense RAG (Titan),2,False,,325,3.8e-07
ag0268,single,aggregate,max_total,What was my largest single purchase at YIN MA (M) SDN.BHD.?,32.70,A · dense RAG (Titan),NOT_FOUND,False,,402,3.8e-07
ag0269,single,aggregate,sum_total,How much did I spend at KEDAI UBAT & RUNCIT HONG NING SDN. BHD. in total?,738.65,A · dense RAG (Titan),676.00,False,,395,5.8e-07
ag0270,single,aggregate,count,How many receipts do I have from KEDAI UBAT & RUNCIT HONG NING SDN. BHD.?,4,A · dense RAG (Titan),3,False,,343,5.4e-07
ag0271,single,aggregate,max_total,What was my largest single purchase at KEDAI UBAT & RUNCIT HONG NING SDN. BHD.?,676.00,A · dense RAG (Titan),540.00,False,,396,5.4e-07
ag0272,single,aggregate,sum_total,How much did I spend at MR. D.I.Y. (KUCHAI) SDN BHD in total?,75.90,A · dense RAG (Titan),34.40,False,,415,5e-07
ag0273,single,aggregate,count,How many receipts do I have from MR. D.I.Y. (KUCHAI) SDN BHD?,4,A · dense RAG (Titan),1,False,,388,4.8e-07
ag0274,single,aggregate,max_total,What was my largest single purchase at MR. D.I.Y. (KUCHAI) SDN BHD?,34.40,A · dense RAG (Titan),NOT_FOUND,False,,444,4.8e-07
ag0275,single,aggregate,sum_total,How much did I spend at SANYU STATIONERY SHOP in total?,99.50,A · dense RAG (Titan),3.30,False,,388,3.4e-07
ag0276,single,aggregate,count,How many receipts do I have from SANYU STATIONERY SHOP?,13,A · dense RAG (Titan),5,False,,345,3.2e-07
ag0277,single,aggregate,max_total,What was my largest single purchase at SANYU STATIONERY SHOP?,21.90,A · dense RAG (Titan),NOT_FOUND,False,,359,3.2e-07
ag0278,single,aggregate,sum_total,How much did I spend at MOONLIGHT CAKE HOUSE SDN BHD in total?,59.40,A · dense RAG (Titan),16.20,False,,524,4e-07
ag0279,single,aggregate,count,How many receipts do I have from MOONLIGHT CAKE HOUSE SDN BHD?,3,A · dense RAG (Titan),3,True,,465,3.8e-07
ag0280,single,aggregate,max_total,What was my largest single purchase at MOONLIGHT CAKE HOUSE SDN BHD?,28.20,A · dense RAG (Titan),NOT_FOUND,False,,482,3.8e-07
ag0281,single,aggregate,sum_year,How much did I spend in total during 2016?,2267.75,A · dense RAG (Titan),676.00,False,,379,2.6e-07
ag0282,single,aggregate,count_year,How many receipts do I have from 2016?,31,A · dense RAG (Titan),1,False,,306,2.4e-07
ag0283,single,aggregate,sum_year,How much did I spend in total during 2017?,6199.66,A · dense RAG (Titan),NOT_FOUND,False,,338,2.6e-07
ag0284,single,aggregate,count_year,How many receipts do I have from 2017?,105,A · dense RAG (Titan),NOT_FOUND,False,,403,2.4e-07
ag0285,single,aggregate,sum_year,How much did I spend in total during 2018?,12500.91,A · dense RAG (Titan),NOT_FOUND,False,,337,2.6e-07
ag0286,single,aggregate,count_year,How many receipts do I have from 2018?,203,A · dense RAG (Titan),2,False,,325,2.4e-07
lo0000,single,lookup,date,When was the MR. D.I.Y. (M) SDN BHD receipt for 6.20 issued?,23/03/2018,B · router,NOT_FOUND,False,vector,1312,0.0
lo0001,single,lookup,address,What is the address on the SANYU STATIONERY SHOP receipt from 24 October 2017?,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",B · router,NOT_FOUND,False,vector,758,0.0
lo0002,single,lookup,total,How much was the receipt from GERBANG ALAF RESTAURANTS SDN BHD on 24 June 2018?,7.35,B · router,7.35,True,vector,819,0.0
lo0003,single,lookup,total,How much was the receipt from ALI BABA INTERNATIONAL SDN BHD on 19 February 2018?,23.80,B · router,NOT_FOUND,False,vector,718,0.0
lo0004,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 07 August 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",B · router,NOT_FOUND,False,vector,942,0.0
lo0005,single,lookup,total,How much was the receipt from MR. D.I.Y. (KUCHAI) SDN BHD on 10 January 2016?,8.10,B · router,NOT_FOUND,False,vector,805,0.0
lo0006,single,lookup,address,What is the address on the KOREAN DINE SDN BHD receipt from 19 June 2018?,"NO 4, JALAN PERMAS 10/5. BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU, JOHOR.",B · router,"No 4, Jalan Permas 10/5.
Bandar Baru Permas Jaya,
81750 Johor Bahru, Johor.",True,vector,1201,0.0
lo0007,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 25 March 2018?,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",B · router,NOT_FOUND,False,vector,695,0.0
lo0008,single,lookup,total,How much was the receipt from MEI LET RESTAURANT on 12 January 2017?,59.35,B · router,NOT_FOUND,False,vector,763,0.0
lo0009,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 05 May 2018?,7.60,B · router,NOT_FOUND,False,vector,693,0.0
lo0010,single,lookup,total,How much was the receipt from AEON CO. (M) BHD on 11 May 2018?,458.55,B · router,NOT_FOUND,False,vector,750,0.0
lo0011,single,lookup,total,How much was the receipt from YHM MID VALLEY on 15 December 2017?,21.60,B · router,21.60,True,vector,707,0.0
lo0012,single,lookup,address,What is the address on the GUARDIAN HEALTH AND BEAUTY SDN BHD receipt from 09 March 2018?,"G31 & G32, GRD FLR, IOI MALL BANDAR PUCHONG JAYA",B · router,"631 & G32, Grd Flr, 101 Mall",False,vector,1004,0.0
lo0013,single,lookup,total,How much was the receipt from MR. D. I. Y. (KUCHAI) SDN BHD on 19 March 2018?,11.90,B · router,NOT_FOUND,False,vector,854,0.0
lo0014,single,lookup,total,How much was the receipt from TED HENG STATIONERY & BOOKS on 27 January 2018?,27.35,B · router,NOT_FOUND,False,vector,750,0.0
lo0015,single,lookup,total,How much was the receipt from YIN MA (M) SDN.BHD. on 19 July 2016?,14.50,B · router,NOT_FOUND,False,vector,739,0.0
lo0016,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 21 May 2018?,"2, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",B · router,NOT_FOUND,False,vector,699,0.0
lo0017,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 12 September 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",B · router,"Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.",True,vector,1306,0.0
lo0018,single,lookup,address,What is the address on the KOH SENG HARDWARE receipt from 04 December 2017?,"NO. 939, BATU LIMA, JALAN IPOH, 51200 KUALA LUMPUR.",B · router,"NO. 939, BATU LIMA, JALAN IPOH, 51200 KUALA LUMPUR",True,vector,1070,0.0
lo0019,single,lookup,date,When was the BENS INDEPENDENT GROCER SDN. BHD receipt for 133.70 issued?,09/03/2018,B · router,NOT_FOUND,False,vector,709,0.0
lo0020,single,lookup,total,How much was the receipt from KEDA PAPAN YEW CHJAN on 08 March 2018?,312.70,B · router,135.68,False,vector,855,0.0
lo0021,single,lookup,total,How much was the receipt from MR. D.I.Y. (KUCHAI) SDN BHD on 11 January 2016?,7.00,B · router,NOT_FOUND,False,vector,780,0.0
lo0022,single,lookup,date,When was the DREAM ARTS receipt for 15.00 issued?,29/03/2018,B · router,29/03/2018,True,vector,788,0.0
lo0023,single,lookup,date,When was the SWC ENTERPRISE SDN BHD receipt for 4.00 issued?,06/03/2018,B · router,06/03/2018,True,vector,769,0.0
lo0024,single,lookup,date,When was the SUPER TERMINAL SDN BHD receipt for 132.50 issued?,20/01/2018,B · router,NOT_FOUND,False,vector,664,0.0
lo0025,single,lookup,date,When was the SYARIKAT PERNIAGAAN GIN KEE receipt for 11.13 issued?,15/01/2018,B · router,NOT_FOUND,False,vector,776,0.0
lo0026,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 16 October 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",B · router,NOT_FOUND,False,vector,942,0.0
lo0027,single,lookup,total,How much was the receipt from SYARIKAT PERNIAGAAN GIN KEE on 30 December 2017?,89.04,B · router,89.04,True,vector,886,0.0
lo0028,single,lookup,address,What is the address on the BHPETROL PERMAS JAYA 2 receipt from 08 May 2018?,"LOT PTD 101051 JALAN PERMAS 10/10 81750 MASAI, JOHOR",B · router,"Jalan Permas 10/10
81750 Masai, Johor",True,vector,1015,0.0
lo0029,single,lookup,total,How much was the receipt from B & BEST RESTAURANT on 19 April 2017?,14.85,B · router,14.85,True,vector,763,0.0
lo0030,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 8.90 issued?,14/04/2018,B · router,NOT_FOUND,False,vector,654,0.0
lo0031,single,lookup,total,How much was the receipt from KEDAI BUKU NEW ACHEIVERS on 15 September 2017?,48.00,B · router,48.00,True,vector,857,0.0
lo0032,single,lookup,total,How much was the receipt from HENG KEE DELIGHTS BAK KUT TEH. on 04 January 2018?,42.00,B · router,42.00,True,vector,855,0.0
lo0033,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 26 March 2018?,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1330 JLN KENANGA",B · router,NOT_FOUND,False,vector,723,0.0
lo0034,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 06 April 2018?,7.60,B · router,NOT_FOUND,False,vector,720,0.0
lo0035,single,lookup,date,When was the GERBANG ALAF RESTAURANTS SDN BHD receipt for 19.00 issued?,30/05/2018,B · router,30/05/2018,True,vector,847,0.0
lo0036,single,lookup,total,How much was the receipt from AEON CO. (M) BHD on 21 March 2018?,65.10,B · router,65.10,True,vector,791,0.0
lo0037,single,lookup,date,When was the PERNIAGAAN ZHENG HUI receipt for 436.20 issued?,09/02/2018,B · router,NOT_FOUND,False,vector,699,0.0
lo0038,single,lookup,address,What is the address on the FIVE STAR CASH & CARRY receipt from 05 January 2017?,"G.23 & G.22, PLAZA SERI SETIA, NO.1 JALAN SS 9/1, 47300 PJ, SELANGOR.",B · router,NOT_FOUND,False,vector,707,0.0
lo0039,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 26 September 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",B · router,"Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.",True,vector,1295,0.0
lo0040,single,lookup,total,How much was the receipt from BOOK TALK (MUTIARA RINI) SDN BHD on 21 June 2018?,9.30,B · router,9.30,True,vector,834,0.0
lo0041,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 05 April 2018?,6.90,B · router,NOT_FOUND,False,vector,721,0.0
lo0042,single,lookup,address,What is the address on the ANEKA INTERTRADE MARKETING SDN BHD receipt from 19 June 2017?,"150B, JALAN TUDM,KG BARU SUBANG 40150 SHAH ALAM, SELANGOR DARUL EHSAN, MALAYSIA.",B · router,"150B, JALAN TUDM, KG BARU SUBANG, 40150 SHAH ALAM, SELANGOR DARUL EHSAN, MALAYSIA",True,vector,1310,0.0
lo0043,single,lookup,total,How much was the receipt from KEDAI UBAT & RUNCIT HONG NING SDN. BHD. on 21 December 2016?,8.00,B · router,29.10,False,vector,916,0.0
lo0044,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 19 October 2016?,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",B · router,"LOT P.T. 33198, BATU 4
JALAN KAPAR, MUKIM KAPAR
42100 KLANG, SELANGOR",True,vector,1275,0.0
lo0045,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 24 September 2017?,8.70,B · router,8.70,True,vector,792,0.0
lo0046,single,lookup,total,How much was the receipt from VIVOPAC MARKETING SDN BHD on 13 September 2017?,52.45,B · router,52.45,True,vector,825,0.0
lo0047,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 21 March 2018?,4.80,B · router,NOT_FOUND,False,vector,707,0.0
lo0048,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 13 June 2018?,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR",B · router,NOT_FOUND,False,vector,697,0.0
lo0049,single,lookup,address,What is the address on the SEN LEE HEONG RESTAURANT receipt from 12 January 2018?,"G-0-1 ,M.AVENUE NO.1 ,JLN 1/38A, SEGAMBUT BAHAGIA,51200, K.LUMPUL",B · router,"G-O-1,M.AVENUE NO.1,JLN 1/38A, SEGAMBUT BAHAGIA, 51200, K. LUMPUL",False,vector,1289,0.0
lo0050,single,lookup,total,How much was the receipt from 99 SPEED MART S/B on 31 March 2018?,4.00,B · router,NOT_FOUND,False,vector,654,0.0
lo0051,single,lookup,address,What is the address on the THE TOAST F&B SDN BHD receipt from 19 May 2018?,"LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750,JOHOR BAHRU JOHOR",B · router,NOT_FOUND,False,vector,721,0.0
lo0052,single,lookup,address,What is the address on the 118 MJ MOOKATA HOUSE receipt from 11 June 2018?,"NO.7G,JALAN PERMAS 11, BANDAR BARU PERMAS JAYA, 81750 MASAI, JOHOR.",B · router,NOT_FOUND,False,vector,708,0.0
lo0053,single,lookup,total,How much was the receipt from PETRON BKT LANJAN SB on 01 February 2018?,4.90,B · router,NOT_FOUND,False,vector,754,0.0
lo0054,single,lookup,date,When was the UNIPHARM PHARMACY receipt for 24.90 issued?,05/04/2018,B · router,05/Apr/2018,False,vector,845,0.0
lo0055,single,lookup,total,How much was the receipt from KEDAI PAPAN YEW CHUAN on 12 March 2018?,283.55,B · router,NOT_FOUND,False,vector,835,0.0
lo0056,single,lookup,address,What is the address on the AEON CO. (M) BHD receipt from 12 April 2018?,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",B · router,NOT_FOUND,False,vector,697,0.0
lo0057,single,lookup,total,How much was the receipt from BEMED (SP) SDN. BHD. on 01 April 2017?,165.00,B · router,NOT_FOUND,False,vector,726,0.0
lo0058,single,lookup,address,What is the address on the GERBANG ALAF RESTAURANTS SDN BHD receipt from 26 May 2018?,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR",B · router,NOT_FOUND,False,vector,791,0.0
lo0059,single,lookup,date,When was the OLIVE9 PHARMACY SDN BHD receipt for 12.15 issued?,31/03/2017,B · router,31/03/2017,True,vector,855,0.0
lo0060,single,lookup,address,What is the address on the CPI ROCKU SDN. BHD. receipt from 19 February 2018?,"LOT F355/356/357, FIRST FLOOR, RAINFOREST, 1 UTAMA SHOPPING CENTRE, LEBUH BANDAR UTAMA, 47800 PETALING JAYA",B · router,NOT_FOUND,False,vector,727,0.0
lo0061,single,lookup,total,How much was the receipt from TRIPLE SIX POINT ENTERPRISE 666 on 22 March 2018?,22.60,B · router,NOT_FOUND,False,vector,725,0.0
lo0062,single,lookup,address,What is the address on the RESTAURANT JIAWEI JIAWEI HOUSE receipt from 23 February 2018?,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI",B · router,"13, JLN TASIK UTAMA 8
MEDAN NIAGA DAMAI SG BESI
57000 KL",True,vector,1219,0.0
lo0063,single,lookup,date,When was the MR. D.I.Y. (M) SDN BHD receipt for 59.20 issued?,10/01/2016,B · router,NOT_FOUND,False,vector,711,0.0
lo0064,single,lookup,total,How much was the receipt from PAPPARICH BMC on 29 June 2018?,46.90,B · router,NOT_FOUND,False,vector,640,0.0
lo0065,single,lookup,total,How much was the receipt from SUPER SEVEN CASH & CARRY SDN BHD on 01 February 2018?,42.10,B · router,NOT_FOUND,False,vector,796,0.0
lo0066,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 23 July 2017?,26.58,B · router,NOT_FOUND,False,vector,939,0.0
lo0067,single,lookup,total,How much was the receipt from 99 SPEED MART S/B on 07 February 2017?,37.45,B · router,37.45,True,vector,768,0.0
lo0068,single,lookup,address,What is the address on the ECONSAVE CASH & CARRY (FC) S/B receipt from 22 March 2018?,"LOT GO1, KL FESTIVAL CITY, NO. 67 JIN IBU KOTA TMN DANAU KOTA, KL",B · router,NOT_FOUND,False,vector,792,0.0
lo0069,single,lookup,total,How much was the receipt from YONG TAT HARDWARE TRADING on 13 March 2018?,72.00,B · router,NOT_FOUND,False,vector,723,0.0
lo0070,single,lookup,total,How much was the receipt from MUN HENG ELECTRICAL & HARDWARE SUPPLY on 01 February 2018?,7.00,B · router,7.00,True,vector,772,0.0
lo0071,single,lookup,date,When was the MR. D.I.Y. (KUCHAI) SDN BHD receipt for 26.40 issued?,01/02/2016,B · router,NOT_FOUND,False,vector,740,0.0
lo0072,single,lookup,total,How much was the receipt from BECON ENTERPRISE SDN BHD on 13 November 2017?,270.10,B · router,NOT_FOUND,False,vector,696,0.0
lo0073,single,lookup,date,When was the BENS INDEPENDENT GROCER SDN. BHD receipt for 81.00 issued?,08/03/2018,B · router,NOT_FOUND,False,vector,712,0.0
lo0074,single,lookup,total,How much was the receipt from SEGI CASH & CARRY SDN.BHD on 06 February 2017?,27.00,B · router,NOT_FOUND,False,vector,762,0.0
lo0075,single,lookup,date,When was the 99 SPEED MART S/B receipt for 98.90 issued?,28/01/2018,B · router,NOT_FOUND,False,vector,613,0.0
lo0076,single,lookup,total,How much was the receipt from PASARAYA BORONG PINTAR SDN BHD on 09 March 2018?,10.40,B · router,NOT_FOUND,False,vector,818,0.0
lo0077,single,lookup,address,What is the address on the GERBANG ALAF RESTAURANTS SDN BHD receipt from 27 April 2018?,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",B · router,NOT_FOUND,False,vector,791,0.0
lo0078,single,lookup,total,How much was the receipt from BEMED (SP) SDN. BHD. on 20 January 2017?,203.00,B · router,165.00,False,vector,782,0.0
lo0079,single,lookup,total,How much was the receipt from ROYALTEA on 09 May 2018?,10.90,B · router,NOT_FOUND,False,vector,647,0.0
lo0080,single,lookup,date,When was the SYARIKAT PERNIAGAAN GIN KEE receipt for 190.80 issued?,25/01/2018,B · router,NOT_FOUND,False,vector,795,0.0
lo0081,single,lookup,total,How much was the receipt from PELITA SAMUDRA PERTAMA (M) SDN BHD. on 03 June 2018?,61.70,B · router,NOT_FOUND,False,vector,850,0.0
lo0082,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 31 August 2017?,1.52,B · router,1.52,True,vector,903,0.0
lo0083,single,lookup,date,When was the KEDAI UBAT & RUNCIT HONG NING SDN. BHD. receipt for 676.00 issued?,02/02/2016,B · router,NOT_FOUND,False,vector,851,0.0
lo0084,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 16 December 2017?,8.70,B · router,NOT_FOUND,False,vector,761,0.0
lo0085,single,lookup,address,What is the address on the SUPER NINETY NINE SDN.BHD. receipt from 31 May 2018?,"NO.3343, GROUND FLOOR, JALAN 18/32, TAMAN SRI SERDANG, 43300 SERI KEMBANGAN,",B · router,NOT_FOUND,False,vector,769,0.0
lo0086,single,lookup,total,How much was the receipt from THONG RECIPE on 27 June 2018?,58.70,B · router,58.70,True,vector,755,0.0
lo0087,single,lookup,total,How much was the receipt from YHM AEON TEBRAU CITY on 11 March 2018?,49.70,B · router,NOT_FOUND,False,vector,721,0.0
lo0088,single,lookup,address,What is the address on the HON HWA HARDWARE TRADING receipt from 11 February 2017?,"NO 37, JALAN MANIS 7, TAMAN SEGAR, 56100 CHERAS, KUALA LUMPUR.",B · router,"NO 37, JALAN MANIS 7. TAMAN SEGAR, 56100 CHERAS, KUALA LUMPUR.",True,vector,1203,0.0
lo0089,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 7.80 issued?,11/05/2018,B · router,NOT_FOUND,False,vector,655,0.0
lo0090,single,lookup,total,How much was the receipt from BEMED (SP) SDN BHD. on 27 March 2018?,308.70,B · router,NOT_FOUND,False,vector,717,0.0
